alloc,,robots,,perm,,reason,,time
1,,[r3, r4, r5, r1],,[78, 6, 1, 1945],,noPlanSynthesised,,16369
4,,[r3, r4, r5, r1],,[38, 2, 5, 1030],,noPlanSynthesised,,29326
4,,[r3, r4, r5, r1],,[100, 1, 2, 2097],,noPlanSynthesised,,29488
4,,[r3, r4, r5, r1],,[39, 4, 1, 3513],,noPlanSynthesised,,29551
4,,[r3, r4, r5, r1],,[109, 2, 6, 3070],,noPlanSynthesised,,29591
4,,[r3, r4, r5, r1],,[88, 4, 3, 3763],,noPlanSynthesised,,29619
4,,[r3, r4, r5, r1],,[105, 6, 6, 113],,noPlanSynthesised,,29684
4,,[r3, r4, r5, r1],,[114, 2, 3, 4191],,noPlanSynthesised,,29701
4,,[r3, r4, r5, r1],,[39, 5, 6, 4249],,noPlanSynthesised,,29735
4,,[r3, r4, r5, r1],,[98, 4, 5, 4797],,noPlanSynthesised,,29783
4,,[r3, r4, r5, r1],,[106, 2, 2, 2485],,noPlanSynthesised,,29830
4,,[r3, r4, r5, r1],,[72, 3, 6, 542],,noPlanSynthesised,,29851
4,,[r3, r4, r5, r1],,[94, 1, 4, 3767],,noPlanSynthesised,,29868
4,,[r3, r4, r5, r1],,[76, 4, 5, 1989],,noPlanSynthesised,,29890
4,,[r3, r4, r5, r1],,[96, 3, 5, 2131],,noPlanSynthesised,,29905
4,,[r3, r4, r5, r1],,[41, 2, 2, 2567],,noPlanSynthesised,,29921
4,,[r3, r4, r5, r1],,[9, 1, 6, 4032],,noPlanSynthesised,,29949
4,,[r3, r4, r5, r1],,[44, 3, 4, 3931],,noPlanSynthesised,,29968
4,,[r3, r4, r5, r1],,[73, 5, 2, 1125],,noPlanSynthesised,,30007
4,,[r3, r4, r5, r1],,[92, 5, 3, 1051],,noPlanSynthesised,,30072
4,,[r3, r4, r5, r1],,[29, 1, 1, 4973],,noPlanSynthesised,,30096
4,,[r3, r4, r5, r1],,[25, 3, 1, 593],,noPlanSynthesised,,30118
4,,[r3, r4, r5, r1],,[74, 4, 5, 3027],,noPlanSynthesised,,30136
4,,[r3, r4, r5, r1],,[86, 2, 1, 1850],,noPlanSynthesised,,30170
4,,[r3, r4, r5, r1],,[25, 6, 3, 582],,noPlanSynthesised,,30208
4,,[r3, r4, r5, r1],,[96, 6, 6, 198],,noPlanSynthesised,,30236
4,,[r3, r4, r5, r1],,[107, 6, 4, 3878],,noPlanSynthesised,,30273
4,,[r3, r4, r5, r1],,[22, 3, 3, 2933],,noPlanSynthesised,,30364
4,,[r3, r4, r5, r1],,[109, 3, 4, 4244],,noPlanSynthesised,,30415
4,,[r3, r4, r5, r1],,[25, 4, 3, 762],,noPlanSynthesised,,30451
4,,[r3, r4, r5, r1],,[19, 5, 1, 1301],,noPlanSynthesised,,30503
4,,[r3, r4, r5, r1],,[3, 5, 4, 4108],,noPlanSynthesised,,30532
4,,[r3, r4, r5, r1],,[101, 1, 4, 463],,noPlanSynthesised,,30576
4,,[r3, r4, r5, r1],,[105, 4, 4, 2816],,noPlanSynthesised,,30629
4,,[r3, r4, r5, r1],,[94, 3, 1, 3450],,noPlanSynthesised,,30654
4,,[r3, r4, r5, r1],,[19, 3, 5, 4911],,noPlanSynthesised,,30681
4,,[r3, r4, r5, r1],,[2, 6, 4, 4161],,noPlanSynthesised,,30704
4,,[r3, r4, r5, r1],,[32, 4, 2, 678],,noPlanSynthesised,,30725
4,,[r3, r4, r5, r1],,[77, 4, 4, 4862],,noPlanSynthesised,,30745
4,,[r3, r4, r5, r1],,[85, 1, 6, 3008],,noPlanSynthesised,,30768
4,,[r3, r4, r5, r1],,[8, 2, 6, 1008],,noPlanSynthesised,,30824
4,,[r3, r4, r5, r1],,[116, 5, 3, 3582],,noPlanSynthesised,,30849
4,,[r3, r4, r5, r1],,[5, 2, 2, 4472],,noPlanSynthesised,,30868
4,,[r3, r4, r5, r1],,[47, 2, 3, 447],,noPlanSynthesised,,30918
4,,[r3, r4, r5, r1],,[32, 6, 5, 3558],,noPlanSynthesised,,30941
4,,[r3, r4, r5, r1],,[100, 2, 2, 4679],,noPlanSynthesised,,30968
4,,[r3, r4, r5, r1],,[21, 3, 3, 1361],,noPlanSynthesised,,30986
4,,[r3, r4, r5, r1],,[111, 6, 1, 3708],,noPlanSynthesised,,31005
4,,[r3, r4, r5, r1],,[54, 3, 6, 3532],,noPlanSynthesised,,31027
4,,[r3, r4, r5, r1],,[93, 2, 5, 3699],,noPlanSynthesised,,31043
4,,[r3, r4, r5, r1],,[52, 3, 2, 1425],,noPlanSynthesised,,31071
4,,[r3, r4, r5, r1],,[45, 1, 2, 1927],,noPlanSynthesised,,31152
4,,[r3, r4, r5, r1],,[67, 5, 4, 2890],,noPlanSynthesised,,31229
4,,[r3, r4, r5, r1],,[87, 5, 3, 2258],,noPlanSynthesised,,31306
4,,[r3, r4, r5, r1],,[80, 6, 6, 82],,noPlanSynthesised,,31388
4,,[r3, r4, r5, r1],,[14, 5, 1, 2242],,noPlanSynthesised,,31418
4,,[r3, r4, r5, r1],,[28, 4, 5, 519],,noPlanSynthesised,,31482
4,,[r3, r4, r5, r1],,[88, 3, 6, 773],,noPlanSynthesised,,31512
4,,[r3, r4, r5, r1],,[71, 5, 4, 875],,noPlanSynthesised,,31535
4,,[r3, r4, r5, r1],,[18, 1, 4, 1756],,noPlanSynthesised,,31560
4,,[r3, r4, r5, r1],,[63, 3, 2, 2206],,noPlanSynthesised,,31631
4,,[r3, r4, r5, r1],,[46, 6, 1, 3131],,noPlanSynthesised,,31685
4,,[r3, r4, r5, r1],,[17, 4, 6, 3381],,noPlanSynthesised,,31748
4,,[r3, r4, r5, r1],,[38, 6, 6, 1879],,noPlanSynthesised,,31779
4,,[r3, r4, r5, r1],,[52, 5, 3, 4582],,noPlanSynthesised,,31813
4,,[r3, r4, r5, r1],,[64, 1, 5, 1542],,noPlanSynthesised,,31843
4,,[r3, r4, r5, r1],,[59, 3, 4, 1465],,noPlanSynthesised,,31888
4,,[r3, r4, r5, r1],,[105, 1, 3, 2770],,noPlanSynthesised,,31913
4,,[r3, r4, r5, r1],,[105, 6, 6, 2296],,noPlanSynthesised,,31939
4,,[r3, r4, r5, r1],,[4, 4, 5, 2966],,noPlanSynthesised,,31957
4,,[r3, r4, r5, r1],,[28, 4, 2, 431],,noPlanSynthesised,,31994
4,,[r3, r4, r5, r1],,[58, 6, 4, 4350],,noPlanSynthesised,,32025
4,,[r3, r4, r5, r1],,[68, 2, 3, 2268],,noPlanSynthesised,,32092
4,,[r3, r4, r5, r1],,[33, 2, 1, 587],,noPlanSynthesised,,32115
4,,[r3, r4, r5, r1],,[10, 5, 1, 2063],,noPlanSynthesised,,32151
4,,[r3, r4, r5, r1],,[39, 5, 4, 796],,noPlanSynthesised,,32167
4,,[r3, r4, r5, r1],,[83, 4, 3, 235],,noPlanSynthesised,,32187
4,,[r3, r4, r5, r1],,[102, 2, 3, 4934],,noPlanSynthesised,,32208
4,,[r3, r4, r5, r1],,[13, 4, 6, 4515],,noPlanSynthesised,,32238
4,,[r3, r4, r5, r1],,[111, 2, 3, 2253],,noPlanSynthesised,,32258
4,,[r3, r4, r5, r1],,[38, 5, 4, 4957],,noPlanSynthesised,,32363
4,,[r3, r4, r5, r1],,[105, 3, 4, 4936],,noPlanSynthesised,,32487
4,,[r3, r4, r5, r1],,[10, 6, 6, 3218],,noPlanSynthesised,,32527
4,,[r3, r4, r5, r1],,[56, 6, 3, 2544],,noPlanSynthesised,,32575
4,,[r3, r4, r5, r1],,[59, 3, 2, 1803],,noPlanSynthesised,,32596
4,,[r3, r4, r5, r1],,[64, 3, 4, 2032],,noPlanSynthesised,,32616
4,,[r3, r4, r5, r1],,[56, 3, 3, 4565],,noPlanSynthesised,,32633
4,,[r3, r4, r5, r1],,[17, 5, 4, 2918],,noPlanSynthesised,,32651
5,,[r2, r3, r4, r5, r1],,[48, 74, 5, 3, 1],,noPlanSynthesised,,33540
5,,[r2, r3, r4, r5, r1],,[1, 39, 4, 4, 1],,noPlanSynthesised,,34059
