alloc,,robots,,perm,,reason,,time
1,,[r2, r3, r1],,[5505825, 435, 1440812886],,probSuccessViolated,,12698
18,,[r2, r3, r1],,[7337876, 282, 1874234702],,probSuccessViolated,,2285225
18,,[r2, r3, r1],,[27802951, 275, 659080480],,probSuccessViolated,,2288053
18,,[r2, r3, r1],,[1049967728, 159, 654880644],,probSuccessViolated,,2291828
18,,[r2, r3, r1],,[99931697, 213, 1193769807],,probSuccessViolated,,2294611
18,,[r2, r3, r1],,[905954519, 12, 1919656776],,probSuccessViolated,,2297286
18,,[r2, r3, r1],,[995473804, 682, 1079491776],,probSuccessViolated,,2299851
18,,[r2, r3, r1],,[1166550064, 717, 711244612],,probSuccessViolated,,2302339
18,,[r2, r3, r1],,[1457379792, 140, 49607797],,probSuccessViolated,,2310363
18,,[r2, r3, r1],,[1888136297, 445, 599418364],,probSuccessViolated,,2313081
18,,[r2, r3, r1],,[190436424, 660, 1777906836],,probSuccessViolated,,2315645
18,,[r2, r3, r1],,[969568297, 47, 1343173900],,probSuccessViolated,,2323578
18,,[r2, r3, r1],,[826686980, 46, 1008134742],,probSuccessViolated,,2328865
18,,[r2, r3, r1],,[1835518784, 37, 1846141959],,probSuccessViolated,,2334328
18,,[r2, r3, r1],,[1475087862, 52, 281488578],,probSuccessViolated,,2337013
18,,[r2, r3, r1],,[1054947355, 218, 505871055],,probSuccessViolated,,2339616
18,,[r2, r3, r1],,[880662253, 306, 1822567998],,probSuccessViolated,,2342940
18,,[r2, r3, r1],,[782684472, 63, 1095895045],,probSuccessViolated,,2366919
18,,[r2, r3, r1],,[1288304819, 586, 934960513],,probSuccessViolated,,2369264
18,,[r2, r3, r1],,[785336255, 234, 702634597],,probSuccessViolated,,2372173
19,,[r2, r3, r1],,[417852918, 354, 1264704486],,probSuccessViolated,,2378110
19,,[r2, r3, r1],,[86139903, 558, 252711895],,probSuccessViolated,,2383869
19,,[r2, r3, r1],,[117224303, 273, 1508892018],,probSuccessViolated,,2386937
19,,[r2, r3, r1],,[1664846253, 598, 1552569134],,probSuccessViolated,,2389828
19,,[r2, r3, r1],,[680400988, 225, 1502864180],,probSuccessViolated,,2392696
19,,[r2, r3, r1],,[1947378132, 467, 144431070],,probSuccessViolated,,2403808
19,,[r2, r3, r1],,[1997833431, 710, 517356883],,probSuccessViolated,,2407271
19,,[r2, r3, r1],,[488429224, 308, 347404219],,probSuccessViolated,,2410631
19,,[r2, r3, r1],,[1257819119, 60, 153248362],,probSuccessViolated,,2413691
19,,[r2, r3, r1],,[931154820, 693, 323213787],,probSuccessViolated,,2422875
19,,[r2, r3, r1],,[178885737, 224, 1682365014],,probSuccessViolated,,2426072
19,,[r2, r3, r1],,[335606775, 151, 1481892588],,probSuccessViolated,,2429219
19,,[r2, r3, r1],,[1638661168, 122, 1227233372],,probSuccessViolated,,2432300
19,,[r2, r3, r1],,[23248475, 542, 284699897],,probSuccessViolated,,2435230
19,,[r2, r3, r1],,[87475360, 479, 748270973],,probSuccessViolated,,2438482
19,,[r2, r3, r1],,[894226749, 624, 842608106],,probSuccessViolated,,2441205
19,,[r2, r3, r1],,[1830290860, 445, 1418428523],,probSuccessViolated,,2443859
19,,[r2, r3, r1],,[1152172401, 639, 1651089901],,probSuccessViolated,,2449015
19,,[r2, r3, r1],,[1141142314, 619, 1849152774],,probSuccessViolated,,2454402
19,,[r2, r3, r1],,[198473557, 477, 116189583],,probSuccessViolated,,2457114
19,,[r2, r3, r1],,[499312147, 46, 1398767982],,probSuccessViolated,,2459810
19,,[r2, r3, r1],,[1566307304, 602, 1236416508],,probSuccessViolated,,2462704
19,,[r2, r3, r1],,[958332808, 434, 413314507],,probSuccessViolated,,2470552
19,,[r2, r3, r1],,[1077775964, 206, 1330642195],,probSuccessViolated,,2473375
19,,[r2, r3, r1],,[1965326651, 702, 795533853],,probSuccessViolated,,2476207
19,,[r2, r3, r1],,[95263543, 671, 1861712582],,probSuccessViolated,,2478738
19,,[r2, r3, r1],,[596569182, 5, 487796047],,probSuccessViolated,,2481576
19,,[r2, r3, r1],,[1799511306, 701, 200222366],,probSuccessViolated,,2484059
19,,[r2, r3, r1],,[1034180531, 310, 389921128],,probSuccessViolated,,2486717
19,,[r2, r3, r1],,[995560056, 352, 1985788597],,probSuccessViolated,,2494970
19,,[r2, r3, r1],,[452428481, 73, 678459728],,probSuccessViolated,,2500403
19,,[r2, r3, r1],,[1936063919, 281, 1676437316],,probSuccessViolated,,2503133
19,,[r2, r3, r1],,[668785668, 374, 413626051],,probSuccessViolated,,2513479
20,,[r2, r3, r1],,[1363939806, 134, 692233079],,probSuccessViolated,,2518695
20,,[r2, r3, r1],,[1124181472, 497, 1762025539],,probSuccessViolated,,2526828
20,,[r2, r3, r1],,[480325806, 643, 570913271],,probSuccessViolated,,2529373
20,,[r2, r3, r1],,[1240560009, 476, 1149074841],,probSuccessViolated,,2536910
20,,[r2, r3, r1],,[1364900995, 141, 1941553775],,probSuccessViolated,,2539399
20,,[r2, r3, r1],,[384305555, 185, 1502166757],,probSuccessViolated,,2541760
20,,[r2, r3, r1],,[1477927182, 150, 1802465474],,probSuccessViolated,,2544127
20,,[r2, r3, r1],,[911477981, 191, 566990180],,probSuccessViolated,,2546732
20,,[r2, r3, r1],,[97802642, 14, 1418354092],,probSuccessViolated,,2551703
20,,[r2, r3, r1],,[457209166, 283, 815417385],,probSuccessViolated,,2556880
20,,[r2, r3, r1],,[1098759583, 232, 1811036382],,probSuccessViolated,,2559357
20,,[r2, r3, r1],,[1512178386, 646, 487847520],,probSuccessViolated,,2564453
20,,[r2, r3, r1],,[454954194, 32, 790190963],,probSuccessViolated,,2577779
20,,[r2, r3, r1],,[231610906, 503, 247852187],,probSuccessViolated,,2580670
20,,[r2, r3, r1],,[1030639121, 690, 841669401],,probSuccessViolated,,2585872
20,,[r2, r3, r1],,[1185994423, 326, 1943579595],,probSuccessViolated,,2590928
20,,[r2, r3, r1],,[973394162, 363, 820270365],,probSuccessViolated,,2603495
20,,[r2, r3, r1],,[200174867, 6, 1616378913],,probSuccessViolated,,2610453
20,,[r2, r3, r1],,[869941418, 460, 311377123],,probSuccessViolated,,2613434
20,,[r2, r3, r1],,[663226394, 668, 20558044],,probSuccessViolated,,2616460
20,,[r2, r3, r1],,[698799919, 305, 1818456047],,probSuccessViolated,,2619085
20,,[r2, r3, r1],,[49879278, 302, 867285838],,probSuccessViolated,,2624426
20,,[r2, r3, r1],,[959838604, 43, 164331841],,probSuccessViolated,,2627651
20,,[r2, r3, r1],,[1872754603, 522, 1343001258],,probSuccessViolated,,2632768
20,,[r2, r3, r1],,[747368982, 405, 1422317229],,probSuccessViolated,,2637806
20,,[r2, r3, r1],,[796031978, 53, 614121520],,probSuccessViolated,,2640405
20,,[r2, r3, r1],,[1193203368, 419, 1542994126],,probSuccessViolated,,2645586
21,,[r2, r3, r1],,[49003199, 328, 456355134],,probSuccessViolated,,2648389
21,,[r2, r3, r1],,[1777299203, 113, 1029735896],,probSuccessViolated,,2651507
21,,[r2, r3, r1],,[1786193680, 250, 431492854],,probSuccessViolated,,2665840
21,,[r2, r3, r1],,[235346954, 422, 1981458970],,probSuccessViolated,,2668488
21,,[r2, r3, r1],,[655326722, 112, 634530489],,probSuccessViolated,,2676419
21,,[r2, r3, r1],,[1985168345, 625, 1911680439],,probSuccessViolated,,2679037
21,,[r2, r3, r1],,[1082142749, 374, 1196491223],,noPlanSynthesised,,2680600
21,,[r2, r3, r1],,[784718673, 26, 1673584797],,probSuccessViolated,,2683255
21,,[r2, r3, r1],,[262625074, 232, 988422977],,probSuccessViolated,,2688546
21,,[r2, r3, r1],,[1816926010, 657, 604461835],,probSuccessViolated,,2691168
21,,[r2, r3, r1],,[371639435, 546, 1208792139],,probSuccessViolated,,2693624
21,,[r2, r3, r1],,[718708437, 124, 438172274],,probSuccessViolated,,2696347
21,,[r2, r3, r1],,[356233939, 423, 1999635838],,probSuccessViolated,,2701669
21,,[r2, r3, r1],,[616892133, 367, 1090410420],,probSuccessViolated,,2704407
21,,[r2, r3, r1],,[819479534, 247, 225520599],,probSuccessViolated,,2707097
21,,[r2, r3, r1],,[1491518584, 62, 1901102564],,probSuccessViolated,,2715793
21,,[r2, r3, r1],,[1155748368, 633, 1130005125],,probSuccessViolated,,2718405
21,,[r2, r3, r1],,[120673497, 289, 1675747603],,probSuccessViolated,,2726539
21,,[r2, r3, r1],,[1258436291, 328, 554048183],,probSuccessViolated,,2729256
21,,[r2, r3, r1],,[252342187, 398, 978682157],,probSuccessViolated,,2736825
21,,[r2, r3, r1],,[1776774450, 107, 370123680],,probSuccessViolated,,2739538
21,,[r2, r3, r1],,[715738960, 68, 213364432],,probSuccessViolated,,2742072
21,,[r2, r3, r1],,[1732368018, 604, 412847365],,probSuccessViolated,,2744718
21,,[r2, r3, r1],,[65192522, 252, 468122383],,probSuccessViolated,,2747657
21,,[r2, r3, r1],,[1349977068, 87, 1179342136],,probSuccessViolated,,2755600
21,,[r2, r3, r1],,[543823772, 223, 181749699],,probSuccessViolated,,2758124
21,,[r2, r3, r1],,[1574028548, 240, 1326060420],,probSuccessViolated,,2760582
21,,[r2, r3, r1],,[1104195782, 570, 1655739571],,probSuccessViolated,,2763227
21,,[r2, r3, r1],,[697646208, 647, 601156805],,probSuccessViolated,,2765669
21,,[r2, r3, r1],,[547040940, 359, 678281864],,probSuccessViolated,,2770792
22,,[r2, r3, r1],,[602247316, 509, 954717408],,probSuccessViolated,,2790789
22,,[r2, r3, r1],,[1754126431, 388, 733346466],,probSuccessViolated,,2796135
22,,[r2, r3, r1],,[1990206982, 24, 468761016],,probSuccessViolated,,2798606
22,,[r2, r3, r1],,[709948162, 172, 815613142],,probSuccessViolated,,2801140
22,,[r2, r3, r1],,[1346532619, 34, 750454711],,probSuccessViolated,,2803575
22,,[r2, r3, r1],,[1654317804, 107, 1974654228],,probSuccessViolated,,2808864
22,,[r2, r3, r1],,[1622774975, 424, 343241564],,probSuccessViolated,,2819045
22,,[r2, r3, r1],,[1361260445, 255, 1119862368],,probSuccessViolated,,2826432
22,,[r2, r3, r1],,[820135760, 46, 90763318],,probSuccessViolated,,2831699
22,,[r2, r3, r1],,[831769226, 361, 277202642],,probSuccessViolated,,2834314
22,,[r2, r3, r1],,[170248936, 1, 1252138893],,probSuccessViolated,,2841780
22,,[r2, r3, r1],,[708538077, 385, 878860715],,probSuccessViolated,,2846896
22,,[r2, r3, r1],,[225548495, 210, 1800145284],,probSuccessViolated,,2849462
22,,[r2, r3, r1],,[166890360, 495, 662735315],,probSuccessViolated,,2885408
22,,[r2, r3, r1],,[1250508127, 526, 1306376238],,probSuccessViolated,,2887884
22,,[r2, r3, r1],,[1456442327, 245, 1365738801],,probSuccessViolated,,2893104
22,,[r2, r3, r1],,[537365171, 32, 412146033],,probSuccessViolated,,2898378
22,,[r2, r3, r1],,[116439205, 26, 1309992403],,probSuccessViolated,,2900938
23,,[r2, r3, r1],,[929078863, 531, 1464869741],,probSuccessViolated,,2916419
23,,[r2, r3, r1],,[1380740886, 468, 112153271],,probSuccessViolated,,2919521
23,,[r2, r3, r1],,[401642808, 308, 1324438867],,probSuccessViolated,,2922299
23,,[r2, r3, r1],,[156330460, 547, 1635631243],,probSuccessViolated,,2925036
23,,[r2, r3, r1],,[1915708368, 184, 1279995659],,probSuccessViolated,,2928394
23,,[r2, r3, r1],,[695287634, 449, 1628073346],,probSuccessViolated,,2931238
23,,[r2, r3, r1],,[192519390, 43, 1421093875],,probSuccessViolated,,2937097
23,,[r2, r3, r1],,[413909978, 611, 838376731],,probSuccessViolated,,2940620
23,,[r2, r3, r1],,[606211311, 554, 1043255560],,probSuccessViolated,,2943425
23,,[r2, r3, r1],,[1465991948, 628, 778430951],,probSuccessViolated,,2949333
23,,[r2, r3, r1],,[1629098678, 662, 1454176812],,probSuccessViolated,,2952167
23,,[r2, r3, r1],,[1762208809, 137, 1136146391],,probSuccessViolated,,2958624
23,,[r2, r3, r1],,[1302330983, 111, 968714324],,probSuccessViolated,,2961731
23,,[r2, r3, r1],,[103083690, 664, 742356556],,probSuccessViolated,,2967329
23,,[r2, r3, r1],,[646057535, 384, 1969080999],,probSuccessViolated,,2970116
23,,[r2, r3, r1],,[1806745844, 685, 1167232853],,probSuccessViolated,,2978468
23,,[r2, r3, r1],,[639800783, 634, 475107552],,probSuccessViolated,,2981185
23,,[r2, r3, r1],,[1477530067, 603, 386533273],,probSuccessViolated,,2988155
23,,[r2, r3, r1],,[223785620, 93, 1486922931],,probSuccessViolated,,2991022
23,,[r2, r3, r1],,[1229775805, 562, 978220688],,probSuccessViolated,,2993797
23,,[r2, r3, r1],,[1659999942, 138, 320638584],,probSuccessViolated,,2996746
23,,[r2, r3, r1],,[233489829, 618, 1491767974],,probSuccessViolated,,2999566
23,,[r2, r3, r1],,[1088325873, 171, 221377695],,probSuccessViolated,,3002303
23,,[r2, r3, r1],,[814855215, 60, 1057118106],,probSuccessViolated,,3013292
23,,[r2, r3, r1],,[1698545388, 24, 734504905],,probSuccessViolated,,3018682
23,,[r2, r3, r1],,[1802678725, 565, 774243731],,probSuccessViolated,,3021382
23,,[r2, r3, r1],,[810166891, 615, 802218027],,probSuccessViolated,,3024178
23,,[r2, r3, r1],,[480614229, 79, 1541428391],,probSuccessViolated,,3035322
23,,[r2, r3, r1],,[1563693274, 63, 1212082298],,probSuccessViolated,,3037997
23,,[r2, r3, r1],,[312559191, 280, 61614390],,probSuccessViolated,,3045956
24,,[r2, r3, r1],,[1916007162, 33, 1494920768],,probSuccessViolated,,3051287
24,,[r2, r3, r1],,[1102508546, 414, 813030207],,probSuccessViolated,,3053832
24,,[r2, r3, r1],,[1403971293, 510, 1396873944],,probSuccessViolated,,3067653
24,,[r2, r3, r1],,[1889582793, 684, 1828184572],,probSuccessViolated,,3070714
24,,[r2, r3, r1],,[1798883489, 571, 164904030],,noPlanSynthesised,,3078144
24,,[r2, r3, r1],,[436939669, 14, 1453617839],,probSuccessViolated,,3083457
24,,[r2, r3, r1],,[842057682, 497, 1697179808],,probSuccessViolated,,3086183
24,,[r2, r3, r1],,[452146871, 201, 11467465],,probSuccessViolated,,3091412
24,,[r2, r3, r1],,[298116580, 643, 933310388],,probSuccessViolated,,3096783
24,,[r2, r3, r1],,[196288087, 610, 1704174022],,probSuccessViolated,,3099537
24,,[r2, r3, r1],,[1860065737, 436, 1050920556],,probSuccessViolated,,3107254
24,,[r2, r3, r1],,[1158568242, 678, 1115853262],,probSuccessViolated,,3109965
24,,[r2, r3, r1],,[697379741, 471, 1590751283],,probSuccessViolated,,3112807
24,,[r2, r3, r1],,[143091232, 657, 1873952843],,probSuccessViolated,,3120916
24,,[r2, r3, r1],,[966142221, 446, 1563958476],,probSuccessViolated,,3126718
24,,[r2, r3, r1],,[539499083, 372, 664683742],,probSuccessViolated,,3129382
24,,[r2, r3, r1],,[1058013110, 266, 1256602866],,probSuccessViolated,,3132146
24,,[r2, r3, r1],,[1183171633, 72, 1650184569],,probSuccessViolated,,3134729
24,,[r2, r3, r1],,[1990498766, 293, 1155221277],,probSuccessViolated,,3139888
24,,[r2, r3, r1],,[798297811, 22, 1538077780],,probSuccessViolated,,3148083
24,,[r2, r3, r1],,[175459831, 699, 37502952],,probSuccessViolated,,3154156
24,,[r2, r3, r1],,[322896164, 446, 1072231754],,probSuccessViolated,,3156988
24,,[r2, r3, r1],,[1446258096, 117, 1850407136],,noPlanSynthesised,,3161508
24,,[r2, r3, r1],,[427274396, 240, 315195069],,probSuccessViolated,,3164047
24,,[r2, r3, r1],,[1384648796, 8, 72429848],,probSuccessViolated,,3166701
24,,[r2, r3, r1],,[826488180, 628, 1606598846],,probSuccessViolated,,3169421
24,,[r2, r3, r1],,[1305031174, 121, 919340927],,probSuccessViolated,,3174765
24,,[r2, r3, r1],,[29351942, 237, 1336767888],,probSuccessViolated,,3180011
24,,[r2, r3, r1],,[46408536, 398, 756370406],,probSuccessViolated,,3182795
25,,[r2, r3, r1],,[1320539008, 381, 832177739],,probSuccessViolated,,3185438
25,,[r2, r3, r1],,[901652868, 521, 1944854236],,probSuccessViolated,,3188106
25,,[r2, r3, r1],,[1819969712, 251, 1211467410],,probSuccessViolated,,3193495
25,,[r2, r3, r1],,[1049838876, 150, 1402330837],,probSuccessViolated,,3196277
25,,[r2, r3, r1],,[441422783, 43, 1261984006],,probSuccessViolated,,3201728
25,,[r2, r3, r1],,[300469947, 634, 1500567153],,probSuccessViolated,,3204430
25,,[r2, r3, r1],,[752380954, 291, 76205454],,probSuccessViolated,,3209769
25,,[r2, r3, r1],,[1651295530, 671, 1293437872],,probSuccessViolated,,3212638
25,,[r2, r3, r1],,[1235791646, 288, 1547214100],,probSuccessViolated,,3215478
25,,[r2, r3, r1],,[1120555355, 658, 1334130937],,probSuccessViolated,,3220770
25,,[r2, r3, r1],,[35759768, 555, 1334129837],,probSuccessViolated,,3231910
25,,[r2, r3, r1],,[1427614474, 42, 558371917],,probSuccessViolated,,3250757
25,,[r2, r3, r1],,[118180920, 583, 1840257650],,probSuccessViolated,,3253517
25,,[r2, r3, r1],,[1372253904, 185, 1060538370],,probSuccessViolated,,3265485
25,,[r2, r3, r1],,[1872439888, 558, 1298900820],,probSuccessViolated,,3273864
25,,[r2, r3, r1],,[980114336, 439, 1035547988],,probSuccessViolated,,3278532
25,,[r2, r3, r1],,[318234060, 123, 1779277272],,probSuccessViolated,,3281200
25,,[r2, r3, r1],,[963977454, 343, 399068814],,probSuccessViolated,,3283927
25,,[r2, r3, r1],,[1648983066, 18, 631702359],,probSuccessViolated,,3286543
25,,[r2, r3, r1],,[1329560656, 519, 805031757],,probSuccessViolated,,3289138
25,,[r2, r3, r1],,[188360377, 475, 1435792512],,probSuccessViolated,,3293552
25,,[r2, r3, r1],,[930782474, 180, 872329975],,probSuccessViolated,,3301680
25,,[r2, r3, r1],,[1459400184, 525, 228543684],,probSuccessViolated,,3307119
25,,[r2, r3, r1],,[303500990, 273, 816367329],,probSuccessViolated,,3309918
25,,[r2, r3, r1],,[75959840, 540, 682444570],,noPlanSynthesised,,3311701
25,,[r2, r3, r1],,[1250614736, 97, 1455946854],,probSuccessViolated,,3314414
25,,[r2, r3, r1],,[1086640165, 1, 841939477],,probSuccessViolated,,3316985
26,,[r2, r3, r1],,[137683989, 170, 1981607281],,probSuccessViolated,,3322567
26,,[r2, r3, r1],,[1945669619, 82, 125994210],,probSuccessViolated,,3325213
26,,[r2, r3, r1],,[91348182, 129, 537308422],,probSuccessViolated,,3327856
26,,[r2, r3, r1],,[803055560, 251, 614977659],,probSuccessViolated,,3330555
26,,[r2, r3, r1],,[1734131594, 269, 132512062],,probSuccessViolated,,3336040
26,,[r2, r3, r1],,[993335492, 478, 1899549187],,probSuccessViolated,,3341565
26,,[r2, r3, r1],,[250632361, 475, 745386512],,probSuccessViolated,,3344318
26,,[r2, r3, r1],,[999174991, 496, 423188366],,probSuccessViolated,,3347072
26,,[r2, r3, r1],,[1434921436, 271, 896745620],,probSuccessViolated,,3355379
26,,[r2, r3, r1],,[999567213, 93, 426816897],,probSuccessViolated,,3358147
26,,[r2, r3, r1],,[1812043520, 360, 477803984],,probSuccessViolated,,3368834
26,,[r2, r3, r1],,[894075491, 591, 1350374131],,probSuccessViolated,,3371666
26,,[r2, r3, r1],,[151769894, 244, 281273142],,probSuccessViolated,,3374345
26,,[r2, r3, r1],,[718500312, 182, 520935057],,probSuccessViolated,,3376906
26,,[r2, r3, r1],,[1254421012, 391, 911512238],,probSuccessViolated,,3379673
26,,[r2, r3, r1],,[967809443, 719, 1391455059],,probSuccessViolated,,3384979
26,,[r2, r3, r1],,[1333482910, 290, 1481934997],,probSuccessViolated,,3387615
26,,[r2, r3, r1],,[1281524234, 42, 1408700423],,probSuccessViolated,,3390238
26,,[r2, r3, r1],,[1791174869, 602, 1411391114],,probSuccessViolated,,3392930
26,,[r2, r3, r1],,[909429180, 704, 1460145267],,probSuccessViolated,,3395416
26,,[r2, r3, r1],,[531177499, 169, 540514643],,probSuccessViolated,,3398178
26,,[r2, r3, r1],,[443431299, 486, 1599334692],,probSuccessViolated,,3403639
26,,[r2, r3, r1],,[1175988253, 331, 463795731],,probSuccessViolated,,3409175
26,,[r2, r3, r1],,[262388063, 354, 1007879470],,probSuccessViolated,,3411804
26,,[r2, r3, r1],,[1924140402, 58, 473745408],,probSuccessViolated,,3414504
26,,[r2, r3, r1],,[501090754, 93, 136533896],,probSuccessViolated,,3424929
26,,[r2, r3, r1],,[1893111922, 143, 1006886627],,probSuccessViolated,,3427665
26,,[r2, r3, r1],,[1963673553, 442, 27696655],,probSuccessViolated,,3430503
26,,[r2, r3, r1],,[1811775290, 560, 892663777],,probSuccessViolated,,3433741
26,,[r2, r3, r1],,[1987512514, 471, 1802078169],,probSuccessViolated,,3436584
26,,[r2, r3, r1],,[1950874740, 618, 136828581],,probSuccessViolated,,3442112
26,,[r2, r3, r1],,[646796138, 707, 987199332],,probSuccessViolated,,3444968
26,,[r2, r3, r1],,[327945827, 689, 605135280],,probSuccessViolated,,3447678
26,,[r2, r3, r1],,[1565598736, 447, 186351024],,probSuccessViolated,,3452984
27,,[r2, r3, r1],,[1232878527, 214, 437360244],,probSuccessViolated,,3466015
27,,[r2, r3, r1],,[809980015, 564, 1115332023],,probSuccessViolated,,3476819
27,,[r2, r3, r1],,[1145017788, 561, 1904710162],,probSuccessViolated,,3500486
27,,[r2, r3, r1],,[452322382, 135, 653988532],,probSuccessViolated,,3511119
27,,[r2, r3, r1],,[1503842662, 370, 394070430],,probSuccessViolated,,3534990
27,,[r2, r3, r1],,[838362217, 652, 773788524],,probSuccessViolated,,3548508
27,,[r2, r3, r1],,[7751745, 324, 1716150100],,probSuccessViolated,,3553790
27,,[r2, r3, r1],,[1531061598, 548, 195545926],,probSuccessViolated,,3565147
27,,[r2, r3, r1],,[149824257, 55, 1620138500],,probSuccessViolated,,3580744
27,,[r2, r3, r1],,[1678081973, 295, 1204135153],,probSuccessViolated,,3583522
27,,[r2, r3, r1],,[93607346, 203, 1193680997],,probSuccessViolated,,3586110
28,,[r2, r3, r1],,[490194947, 351, 1447447672],,probSuccessViolated,,3597190
28,,[r2, r3, r1],,[1331865441, 115, 1938306338],,probSuccessViolated,,3605242
28,,[r2, r3, r1],,[1164300263, 307, 502053733],,probSuccessViolated,,3608057
28,,[r2, r3, r1],,[1827626675, 378, 79374267],,probSuccessViolated,,3610977
28,,[r2, r3, r1],,[666090648, 193, 631306163],,probSuccessViolated,,3613902
28,,[r2, r3, r1],,[717944084, 431, 447573023],,probSuccessViolated,,3619864
28,,[r2, r3, r1],,[866207997, 612, 414479539],,probSuccessViolated,,3622514
28,,[r2, r3, r1],,[1255150244, 393, 401393659],,probSuccessViolated,,3625117
28,,[r2, r3, r1],,[1134549846, 656, 1118035101],,probSuccessViolated,,3629963
28,,[r2, r3, r1],,[1547793520, 172, 1159897276],,probSuccessViolated,,3632630
28,,[r2, r3, r1],,[300076434, 415, 1808513118],,probSuccessViolated,,3637697
28,,[r2, r3, r1],,[679174168, 700, 591788978],,probSuccessViolated,,3640199
28,,[r2, r3, r1],,[227805906, 328, 1494427907],,probSuccessViolated,,3651656
28,,[r2, r3, r1],,[130772308, 500, 1722872470],,probSuccessViolated,,3655243
28,,[r2, r3, r1],,[57700260, 40, 1659493217],,probSuccessViolated,,3657913
28,,[r2, r3, r1],,[719605105, 571, 1196570303],,probSuccessViolated,,3661258
28,,[r2, r3, r1],,[177305970, 536, 882495742],,probSuccessViolated,,3664028
28,,[r2, r3, r1],,[1708405755, 553, 64621327],,probSuccessViolated,,3673937
28,,[r2, r3, r1],,[1070666107, 25, 1137038203],,probSuccessViolated,,3676566
28,,[r2, r3, r1],,[1008197663, 616, 988650898],,probSuccessViolated,,3695254
28,,[r2, r3, r1],,[60835721, 703, 645041896],,probSuccessViolated,,3697956
28,,[r2, r3, r1],,[173761039, 626, 1191355909],,probSuccessViolated,,3700698
28,,[r2, r3, r1],,[149760895, 115, 1762576751],,probSuccessViolated,,3713755
29,,[r2, r3, r1],,[174067554, 248, 1681868795],,probSuccessViolated,,3723938
29,,[r2, r3, r1],,[19029858, 551, 1509606310],,probSuccessViolated,,3726445
29,,[r2, r3, r1],,[957367665, 499, 1157398560],,probSuccessViolated,,3729084
29,,[r2, r3, r1],,[1249345942, 345, 163892015],,probSuccessViolated,,3741769
29,,[r2, r3, r1],,[1676003898, 137, 175426793],,probSuccessViolated,,3755108
29,,[r2, r3, r1],,[1863426413, 628, 909997935],,probSuccessViolated,,3757724
29,,[r2, r3, r1],,[1443509664, 213, 134851245],,probSuccessViolated,,3762853
29,,[r2, r3, r1],,[680005944, 662, 1381640098],,probSuccessViolated,,3765521
29,,[r2, r3, r1],,[262925128, 458, 1446704833],,probSuccessViolated,,3770607
29,,[r2, r3, r1],,[912233574, 641, 919489474],,probSuccessViolated,,3773105
29,,[r2, r3, r1],,[1525301395, 650, 932305232],,probSuccessViolated,,3778324
29,,[r2, r3, r1],,[1758554527, 96, 349522975],,probSuccessViolated,,3786112
29,,[r2, r3, r1],,[1148277627, 282, 63857400],,probSuccessViolated,,3788615
29,,[r2, r3, r1],,[695061350, 457, 1696026119],,probSuccessViolated,,3790840
29,,[r2, r3, r1],,[1691797540, 173, 698733287],,probSuccessViolated,,3801105
29,,[r2, r3, r1],,[1456183903, 57, 1441512731],,probSuccessViolated,,3803662
29,,[r2, r3, r1],,[550212285, 579, 1508307472],,probSuccessViolated,,3806232
29,,[r2, r3, r1],,[455203201, 218, 1342424988],,probSuccessViolated,,3814116
29,,[r2, r3, r1],,[550288209, 199, 811445679],,probSuccessViolated,,3821279
29,,[r2, r3, r1],,[940856284, 309, 424994319],,probSuccessViolated,,3823907
29,,[r2, r3, r1],,[750960017, 664, 1046761776],,probSuccessViolated,,3829103
29,,[r2, r3, r1],,[207908910, 215, 1879087406],,probSuccessViolated,,3831732
29,,[r2, r3, r1],,[650337146, 252, 405338199],,probSuccessViolated,,3834457
29,,[r2, r3, r1],,[1638170311, 98, 132526243],,probSuccessViolated,,3839417
29,,[r2, r3, r1],,[450986093, 525, 909059628],,noPlanSynthesised,,3841052
29,,[r2, r3, r1],,[1797410864, 152, 116322571],,probSuccessViolated,,3843523
29,,[r2, r3, r1],,[1747923516, 536, 475415436],,probSuccessViolated,,3846125
30,,[r2, r3, r1],,[565333646, 264, 1475309155],,probSuccessViolated,,3851303
30,,[r2, r3, r1],,[1835858224, 221, 66496576],,probSuccessViolated,,3853863
30,,[r2, r3, r1],,[1306723789, 396, 535280983],,probSuccessViolated,,3856490
30,,[r2, r3, r1],,[517597786, 326, 836748956],,probSuccessViolated,,3862444
30,,[r2, r3, r1],,[119368572, 485, 787687605],,probSuccessViolated,,3873459
30,,[r2, r3, r1],,[309373928, 319, 369119216],,probSuccessViolated,,3876070
30,,[r2, r3, r1],,[3369031, 501, 890836519],,probSuccessViolated,,3880900
30,,[r2, r3, r1],,[872053431, 295, 1595306487],,probSuccessViolated,,3883678
30,,[r2, r3, r1],,[493777087, 651, 1482420210],,probSuccessViolated,,3886360
30,,[r2, r3, r1],,[72639967, 655, 737521478],,probSuccessViolated,,3891640
30,,[r2, r3, r1],,[120674101, 576, 195274369],,probSuccessViolated,,3902059
30,,[r2, r3, r1],,[863396755, 476, 1864957789],,probSuccessViolated,,3915117
30,,[r2, r3, r1],,[1068109555, 450, 635244424],,probSuccessViolated,,3917744
30,,[r2, r3, r1],,[201573533, 426, 1358910016],,probSuccessViolated,,3933589
30,,[r2, r3, r1],,[1157529072, 170, 1843283265],,probSuccessViolated,,3942816
30,,[r2, r3, r1],,[1964239592, 8, 157450328],,probSuccessViolated,,3945316
