alloc,,robots,,perm,,reason,,time
6,,[r3, r4, r5, r6, r1],,[12, 1, 1, 2, 29545],,noPlanSynthesised,,140812
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 2, 12095],,noPlanSynthesised,,140840
6,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 35064],,noPlanSynthesised,,140877
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 2, 13035],,noPlanSynthesised,,140898
6,,[r3, r4, r5, r6, r1],,[14, 1, 1, 2, 20133],,noPlanSynthesised,,140916
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 1, 7754],,noPlanSynthesised,,140938
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 2, 36688],,noPlanSynthesised,,140976
6,,[r3, r4, r5, r6, r1],,[13, 1, 1, 2, 6222],,noPlanSynthesised,,141003
6,,[r3, r4, r5, r6, r1],,[24, 1, 1, 1, 10403],,noPlanSynthesised,,141035
6,,[r3, r4, r5, r6, r1],,[22, 1, 1, 1, 1240],,noPlanSynthesised,,141076
6,,[r3, r4, r5, r6, r1],,[11, 1, 1, 2, 9271],,noPlanSynthesised,,141101
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 1, 37245],,noPlanSynthesised,,141153
6,,[r3, r4, r5, r6, r1],,[22, 1, 1, 1, 21652],,noPlanSynthesised,,141181
6,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 29919],,noPlanSynthesised,,141221
6,,[r3, r4, r5, r6, r1],,[18, 1, 1, 1, 30021],,noPlanSynthesised,,141244
6,,[r3, r4, r5, r6, r1],,[6, 1, 1, 2, 7262],,noPlanSynthesised,,141270
6,,[r3, r4, r5, r6, r1],,[10, 1, 1, 2, 1235],,noPlanSynthesised,,141293
6,,[r3, r4, r5, r6, r1],,[7, 1, 1, 1, 4673],,noPlanSynthesised,,141322
6,,[r3, r4, r5, r6, r1],,[3, 1, 1, 1, 21657],,noPlanSynthesised,,141348
6,,[r3, r4, r5, r6, r1],,[23, 1, 1, 2, 36075],,noPlanSynthesised,,141368
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 2, 37513],,noPlanSynthesised,,141455
6,,[r3, r4, r5, r6, r1],,[21, 1, 1, 1, 6244],,noPlanSynthesised,,141494
6,,[r3, r4, r5, r6, r1],,[10, 1, 1, 1, 269],,noPlanSynthesised,,141519
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 2, 6684],,noPlanSynthesised,,141553
6,,[r3, r4, r5, r6, r1],,[11, 1, 1, 2, 14185],,noPlanSynthesised,,141594
6,,[r3, r4, r5, r6, r1],,[1, 1, 1, 2, 36460],,noPlanSynthesised,,141663
6,,[r3, r4, r5, r6, r1],,[19, 1, 1, 1, 37633],,noPlanSynthesised,,141694
6,,[r3, r4, r5, r6, r1],,[7, 1, 1, 2, 12019],,noPlanSynthesised,,141716
6,,[r3, r4, r5, r6, r1],,[21, 1, 1, 1, 32154],,noPlanSynthesised,,141744
6,,[r3, r4, r5, r6, r1],,[13, 1, 1, 2, 17049],,noPlanSynthesised,,141793
6,,[r3, r4, r5, r6, r1],,[6, 1, 1, 2, 27478],,noPlanSynthesised,,141838
6,,[r3, r4, r5, r6, r1],,[11, 1, 1, 1, 3617],,noPlanSynthesised,,141865
6,,[r3, r4, r5, r6, r1],,[4, 1, 1, 2, 16049],,noPlanSynthesised,,141894
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 1, 22972],,noPlanSynthesised,,141939
6,,[r3, r4, r5, r6, r1],,[14, 1, 1, 2, 5625],,noPlanSynthesised,,141964
6,,[r3, r4, r5, r6, r1],,[19, 1, 1, 2, 21206],,noPlanSynthesised,,141986
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 1, 5080],,noPlanSynthesised,,142032
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 2, 22099],,noPlanSynthesised,,142063
6,,[r3, r4, r5, r6, r1],,[21, 1, 1, 1, 12186],,noPlanSynthesised,,142092
6,,[r3, r4, r5, r6, r1],,[8, 1, 1, 2, 30246],,noPlanSynthesised,,142125
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 2, 14991],,noPlanSynthesised,,142159
6,,[r3, r4, r5, r6, r1],,[22, 1, 1, 2, 7109],,noPlanSynthesised,,142194
6,,[r3, r4, r5, r6, r1],,[7, 1, 1, 1, 12920],,noPlanSynthesised,,142219
6,,[r3, r4, r5, r6, r1],,[18, 1, 1, 2, 664],,noPlanSynthesised,,142244
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 1, 10637],,noPlanSynthesised,,142289
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 2, 27959],,noPlanSynthesised,,142316
6,,[r3, r4, r5, r6, r1],,[17, 1, 1, 1, 27866],,noPlanSynthesised,,142352
6,,[r3, r4, r5, r6, r1],,[16, 1, 1, 1, 14281],,noPlanSynthesised,,142420
6,,[r3, r4, r5, r6, r1],,[24, 1, 1, 2, 37699],,noPlanSynthesised,,142453
6,,[r3, r4, r5, r6, r1],,[18, 1, 1, 2, 28174],,noPlanSynthesised,,142491
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 12700],,noPlanSynthesised,,142524
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 11838],,noPlanSynthesised,,142553
6,,[r3, r4, r5, r6, r1],,[23, 1, 1, 1, 34300],,noPlanSynthesised,,142575
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 1, 8318],,noPlanSynthesised,,142603
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 1, 12359],,noPlanSynthesised,,143281
6,,[r3, r4, r5, r6, r1],,[10, 1, 1, 1, 19109],,noPlanSynthesised,,143304
6,,[r3, r4, r5, r6, r1],,[10, 1, 1, 1, 15439],,noPlanSynthesised,,143332
6,,[r3, r4, r5, r6, r1],,[2, 1, 1, 2, 12400],,noPlanSynthesised,,143360
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 10767],,noPlanSynthesised,,143391
6,,[r3, r4, r5, r6, r1],,[5, 1, 1, 2, 19749],,noPlanSynthesised,,143443
6,,[r3, r4, r5, r6, r1],,[12, 1, 1, 1, 18353],,noPlanSynthesised,,143501
6,,[r3, r4, r5, r6, r1],,[24, 1, 1, 1, 22926],,noPlanSynthesised,,143530
6,,[r3, r4, r5, r6, r1],,[9, 1, 1, 1, 36162],,noPlanSynthesised,,143560
6,,[r3, r4, r5, r6, r1],,[24, 1, 1, 1, 29672],,noPlanSynthesised,,143620
6,,[r3, r4, r5, r6, r1],,[4, 1, 1, 1, 31541],,noPlanSynthesised,,143667
6,,[r3, r4, r5, r6, r1],,[15, 1, 1, 1, 5927],,noPlanSynthesised,,143687
6,,[r3, r4, r5, r6, r1],,[7, 1, 1, 1, 12502],,noPlanSynthesised,,143709
7,,[r2, r3, r4, r5, r6, r1],,[2, 341, 2, 1, 1, 2],,noPlanSynthesised,,143803
7,,[r2, r3, r4, r5, r6, r1],,[10, 78, 1, 1, 1, 1],,noPlanSynthesised,,143834
7,,[r2, r3, r4, r5, r6, r1],,[2, 33, 1, 1, 1, 1],,noPlanSynthesised,,143848
7,,[r2, r3, r4, r5, r6, r1],,[6, 618, 2, 1, 1, 2],,noPlanSynthesised,,143865
7,,[r2, r3, r4, r5, r6, r1],,[3, 86, 1, 1, 1, 2],,noPlanSynthesised,,143878
7,,[r2, r3, r4, r5, r6, r1],,[17, 404, 2, 1, 1, 2],,noPlanSynthesised,,143902
7,,[r2, r3, r4, r5, r6, r1],,[5, 212, 2, 1, 1, 2],,noPlanSynthesised,,143917
7,,[r2, r3, r4, r5, r6, r1],,[11, 45, 2, 1, 1, 1],,noPlanSynthesised,,143930
7,,[r2, r3, r4, r5, r6, r1],,[16, 300, 2, 1, 1, 2],,noPlanSynthesised,,143969
7,,[r2, r3, r4, r5, r6, r1],,[13, 207, 2, 1, 1, 2],,noPlanSynthesised,,144102
7,,[r2, r3, r4, r5, r6, r1],,[21, 461, 2, 1, 1, 2],,noPlanSynthesised,,144124
7,,[r2, r3, r4, r5, r6, r1],,[6, 152, 2, 1, 1, 1],,noPlanSynthesised,,144147
7,,[r2, r3, r4, r5, r6, r1],,[24, 550, 2, 1, 1, 2],,noPlanSynthesised,,144473
7,,[r2, r3, r4, r5, r6, r1],,[19, 352, 1, 1, 1, 1],,noPlanSynthesised,,144544
7,,[r2, r3, r4, r5, r6, r1],,[14, 701, 1, 1, 1, 2],,noPlanSynthesised,,144564
7,,[r2, r3, r4, r5, r6, r1],,[17, 233, 1, 1, 1, 1],,noPlanSynthesised,,144592
7,,[r2, r3, r4, r5, r6, r1],,[23, 437, 1, 1, 1, 1],,noPlanSynthesised,,144604
7,,[r2, r3, r4, r5, r6, r1],,[8, 91, 2, 1, 1, 1],,noPlanSynthesised,,144628
7,,[r2, r3, r4, r5, r6, r1],,[9, 198, 1, 1, 1, 2],,noPlanSynthesised,,144703
7,,[r2, r3, r4, r5, r6, r1],,[7, 506, 2, 1, 1, 2],,noPlanSynthesised,,144715
7,,[r2, r3, r4, r5, r6, r1],,[9, 527, 1, 1, 1, 2],,noPlanSynthesised,,144758
7,,[r2, r3, r4, r5, r6, r1],,[23, 280, 2, 1, 1, 2],,noPlanSynthesised,,144770
7,,[r2, r3, r4, r5, r6, r1],,[6, 622, 2, 1, 1, 1],,noPlanSynthesised,,144785
7,,[r2, r3, r4, r5, r6, r1],,[23, 173, 2, 1, 1, 1],,noPlanSynthesised,,144797
7,,[r2, r3, r4, r5, r6, r1],,[11, 519, 1, 1, 1, 2],,noPlanSynthesised,,144810
7,,[r2, r3, r4, r5, r6, r1],,[19, 701, 1, 1, 1, 1],,noPlanSynthesised,,144822
7,,[r2, r3, r4, r5, r6, r1],,[17, 266, 1, 1, 1, 1],,noPlanSynthesised,,144838
7,,[r2, r3, r4, r5, r6, r1],,[8, 385, 1, 1, 1, 1],,noPlanSynthesised,,144853
7,,[r2, r3, r4, r5, r6, r1],,[15, 295, 1, 1, 1, 1],,noPlanSynthesised,,144867
7,,[r2, r3, r4, r5, r6, r1],,[7, 502, 1, 1, 1, 2],,noPlanSynthesised,,144880
7,,[r2, r3, r4, r5, r6, r1],,[7, 52, 2, 1, 1, 1],,noPlanSynthesised,,144897
7,,[r2, r3, r4, r5, r6, r1],,[20, 26, 2, 1, 1, 1],,noPlanSynthesised,,144913
7,,[r2, r3, r4, r5, r6, r1],,[15, 263, 2, 1, 1, 1],,noPlanSynthesised,,144928
7,,[r2, r3, r4, r5, r6, r1],,[20, 718, 2, 1, 1, 2],,noPlanSynthesised,,144953
7,,[r2, r3, r4, r5, r6, r1],,[1, 167, 1, 1, 1, 2],,noPlanSynthesised,,145095
7,,[r2, r3, r4, r5, r6, r1],,[16, 317, 1, 1, 1, 1],,noPlanSynthesised,,145121
7,,[r2, r3, r4, r5, r6, r1],,[8, 628, 1, 1, 1, 2],,noPlanSynthesised,,145144
7,,[r2, r3, r4, r5, r6, r1],,[18, 548, 2, 1, 1, 2],,noPlanSynthesised,,145160
7,,[r2, r3, r4, r5, r6, r1],,[15, 654, 2, 1, 1, 1],,noPlanSynthesised,,145179
7,,[r2, r3, r4, r5, r6, r1],,[10, 130, 2, 1, 1, 1],,noPlanSynthesised,,145196
7,,[r2, r3, r4, r5, r6, r1],,[15, 26, 1, 1, 1, 1],,noPlanSynthesised,,145214
7,,[r2, r3, r4, r5, r6, r1],,[11, 279, 1, 1, 1, 1],,noPlanSynthesised,,145238
7,,[r2, r3, r4, r5, r6, r1],,[21, 425, 1, 1, 1, 2],,noPlanSynthesised,,145264
7,,[r2, r3, r4, r5, r6, r1],,[16, 434, 1, 1, 1, 2],,noPlanSynthesised,,145297
7,,[r2, r3, r4, r5, r6, r1],,[14, 315, 1, 1, 1, 2],,noPlanSynthesised,,145316
7,,[r2, r3, r4, r5, r6, r1],,[6, 26, 1, 1, 1, 2],,noPlanSynthesised,,145333
7,,[r2, r3, r4, r5, r6, r1],,[16, 72, 2, 1, 1, 1],,noPlanSynthesised,,145353
7,,[r2, r3, r4, r5, r6, r1],,[14, 215, 2, 1, 1, 2],,noPlanSynthesised,,145365
7,,[r2, r3, r4, r5, r6, r1],,[6, 199, 1, 1, 1, 1],,noPlanSynthesised,,145380
7,,[r2, r3, r4, r5, r6, r1],,[1, 34, 2, 1, 1, 1],,noPlanSynthesised,,145531
7,,[r2, r3, r4, r5, r6, r1],,[24, 158, 1, 1, 1, 2],,noPlanSynthesised,,145626
7,,[r2, r3, r4, r5, r6, r1],,[15, 431, 2, 1, 1, 2],,noPlanSynthesised,,145640
7,,[r2, r3, r4, r5, r6, r1],,[13, 273, 2, 1, 1, 1],,noPlanSynthesised,,145746
7,,[r2, r3, r4, r5, r6, r1],,[4, 276, 1, 1, 1, 1],,noPlanSynthesised,,145842
7,,[r2, r3, r4, r5, r6, r1],,[22, 304, 2, 1, 1, 2],,noPlanSynthesised,,145856
7,,[r2, r3, r4, r5, r6, r1],,[17, 474, 2, 1, 1, 2],,noPlanSynthesised,,145870
7,,[r2, r3, r4, r5, r6, r1],,[16, 449, 1, 1, 1, 1],,noPlanSynthesised,,145885
7,,[r2, r3, r4, r5, r6, r1],,[4, 232, 1, 1, 1, 2],,noPlanSynthesised,,145976
7,,[r2, r3, r4, r5, r6, r1],,[13, 229, 1, 1, 1, 1],,noPlanSynthesised,,146050
7,,[r2, r3, r4, r5, r6, r1],,[11, 120, 1, 1, 1, 1],,noPlanSynthesised,,146065
7,,[r2, r3, r4, r5, r6, r1],,[8, 157, 1, 1, 1, 2],,noPlanSynthesised,,146083
7,,[r2, r3, r4, r5, r6, r1],,[20, 409, 1, 1, 1, 2],,noPlanSynthesised,,146100
7,,[r2, r3, r4, r5, r6, r1],,[20, 596, 2, 1, 1, 1],,noPlanSynthesised,,146115
7,,[r2, r3, r4, r5, r6, r1],,[17, 460, 2, 1, 1, 2],,noPlanSynthesised,,146129
7,,[r2, r3, r4, r5, r6, r1],,[8, 15, 2, 1, 1, 1],,noPlanSynthesised,,146144
7,,[r2, r3, r4, r5, r6, r1],,[3, 659, 1, 1, 1, 1],,noPlanSynthesised,,146157
7,,[r2, r3, r4, r5, r6, r1],,[1, 681, 2, 1, 1, 2],,noPlanSynthesised,,146210
7,,[r2, r3, r4, r5, r6, r1],,[6, 620, 1, 1, 1, 1],,noPlanSynthesised,,146225
7,,[r2, r3, r4, r5, r6, r1],,[12, 356, 2, 1, 1, 2],,noPlanSynthesised,,146322
7,,[r2, r3, r4, r5, r6, r1],,[3, 676, 2, 1, 1, 2],,noPlanSynthesised,,146344
7,,[r2, r3, r4, r5, r6, r1],,[6, 81, 1, 1, 1, 1],,noPlanSynthesised,,146363
7,,[r2, r3, r4, r5, r6, r1],,[15, 383, 2, 1, 1, 2],,noPlanSynthesised,,146377
7,,[r2, r3, r4, r5, r6, r1],,[1, 583, 2, 1, 1, 1],,noPlanSynthesised,,146441
7,,[r2, r3, r4, r5, r6, r1],,[23, 605, 2, 1, 1, 1],,noPlanSynthesised,,146456
7,,[r2, r3, r4, r5, r6, r1],,[22, 633, 1, 1, 1, 2],,noPlanSynthesised,,146469
7,,[r2, r3, r4, r5, r6, r1],,[6, 366, 2, 1, 1, 1],,noPlanSynthesised,,146483
7,,[r2, r3, r4, r5, r6, r1],,[2, 506, 1, 1, 1, 2],,noPlanSynthesised,,146498
7,,[r2, r3, r4, r5, r6, r1],,[11, 606, 2, 1, 1, 2],,noPlanSynthesised,,146520
7,,[r2, r3, r4, r5, r6, r1],,[15, 148, 2, 1, 1, 2],,noPlanSynthesised,,146534
7,,[r2, r3, r4, r5, r6, r1],,[19, 69, 2, 1, 1, 2],,noPlanSynthesised,,146548
7,,[r2, r3, r4, r5, r6, r1],,[16, 478, 2, 1, 1, 1],,noPlanSynthesised,,146566
7,,[r2, r3, r4, r5, r6, r1],,[15, 46, 2, 1, 1, 2],,noPlanSynthesised,,146579
7,,[r2, r3, r4, r5, r6, r1],,[24, 403, 1, 1, 1, 1],,noPlanSynthesised,,146693
7,,[r2, r3, r4, r5, r6, r1],,[18, 320, 2, 1, 1, 1],,noPlanSynthesised,,146706
7,,[r2, r3, r4, r5, r6, r1],,[24, 166, 1, 1, 1, 2],,noPlanSynthesised,,146766
7,,[r2, r3, r4, r5, r6, r1],,[11, 161, 1, 1, 1, 1],,noPlanSynthesised,,146778
7,,[r2, r3, r4, r5, r6, r1],,[3, 171, 1, 1, 1, 1],,noPlanSynthesised,,146791
7,,[r2, r3, r4, r5, r6, r1],,[18, 14, 1, 1, 1, 1],,noPlanSynthesised,,146815
7,,[r2, r3, r4, r5, r6, r1],,[8, 249, 2, 1, 1, 2],,noPlanSynthesised,,146836
7,,[r2, r3, r4, r5, r6, r1],,[10, 528, 2, 1, 1, 2],,noPlanSynthesised,,146849
7,,[r2, r3, r4, r5, r6, r1],,[10, 403, 2, 1, 1, 2],,noPlanSynthesised,,146863
7,,[r2, r3, r4, r5, r6, r1],,[3, 274, 1, 1, 1, 1],,noPlanSynthesised,,146876
7,,[r2, r3, r4, r5, r6, r1],,[8, 462, 1, 1, 1, 2],,noPlanSynthesised,,146891
7,,[r2, r3, r4, r5, r6, r1],,[2, 326, 1, 1, 1, 1],,noPlanSynthesised,,146904
7,,[r2, r3, r4, r5, r6, r1],,[13, 84, 2, 1, 1, 1],,noPlanSynthesised,,146989
7,,[r2, r3, r4, r5, r6, r1],,[6, 541, 2, 1, 1, 2],,noPlanSynthesised,,147035
7,,[r2, r3, r4, r5, r6, r1],,[3, 158, 2, 1, 1, 1],,noPlanSynthesised,,147076
7,,[r2, r3, r4, r5, r6, r1],,[16, 302, 1, 1, 1, 1],,noPlanSynthesised,,147135
7,,[r2, r3, r4, r5, r6, r1],,[9, 568, 1, 1, 1, 2],,noPlanSynthesised,,147282
7,,[r2, r3, r4, r5, r6, r1],,[7, 54, 2, 1, 1, 1],,noPlanSynthesised,,147299
8,,[r2, r3, r4, r5, r6, r1],,[4, 5, 1, 1, 2, 670],,noPlanSynthesised,,147448
8,,[r2, r3, r4, r5, r6, r1],,[5, 2, 1, 1, 1, 137],,noPlanSynthesised,,147507
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 1, 197],,noPlanSynthesised,,147567
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 2, 581],,noPlanSynthesised,,147596
8,,[r2, r3, r4, r5, r6, r1],,[2, 2, 1, 1, 2, 199],,noPlanSynthesised,,147643
8,,[r2, r3, r4, r5, r6, r1],,[2, 1, 1, 1, 1, 650],,noPlanSynthesised,,147665
8,,[r2, r3, r4, r5, r6, r1],,[5, 2, 1, 1, 2, 274],,noPlanSynthesised,,147701
8,,[r2, r3, r4, r5, r6, r1],,[1, 4, 1, 1, 2, 388],,noPlanSynthesised,,147725
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 2, 616],,noPlanSynthesised,,147742
8,,[r2, r3, r4, r5, r6, r1],,[6, 1, 1, 1, 1, 120],,noPlanSynthesised,,147975
8,,[r2, r3, r4, r5, r6, r1],,[4, 6, 1, 1, 2, 307],,noPlanSynthesised,,148007
8,,[r2, r3, r4, r5, r6, r1],,[5, 4, 1, 1, 2, 12],,noPlanSynthesised,,148067
8,,[r2, r3, r4, r5, r6, r1],,[3, 5, 1, 1, 2, 365],,noPlanSynthesised,,148103
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 1, 443],,noPlanSynthesised,,148164
8,,[r2, r3, r4, r5, r6, r1],,[6, 1, 1, 1, 2, 261],,noPlanSynthesised,,148200
8,,[r2, r3, r4, r5, r6, r1],,[5, 1, 1, 1, 2, 702],,noPlanSynthesised,,148241
8,,[r2, r3, r4, r5, r6, r1],,[3, 5, 1, 1, 1, 198],,noPlanSynthesised,,148315
8,,[r2, r3, r4, r5, r6, r1],,[5, 3, 1, 1, 1, 525],,noPlanSynthesised,,148333
8,,[r2, r3, r4, r5, r6, r1],,[2, 6, 1, 1, 1, 569],,noPlanSynthesised,,148350
8,,[r2, r3, r4, r5, r6, r1],,[4, 6, 1, 1, 2, 251],,noPlanSynthesised,,148377
8,,[r2, r3, r4, r5, r6, r1],,[6, 1, 1, 1, 1, 146],,noPlanSynthesised,,148398
8,,[r2, r3, r4, r5, r6, r1],,[4, 4, 1, 1, 2, 471],,noPlanSynthesised,,148420
8,,[r2, r3, r4, r5, r6, r1],,[6, 6, 1, 1, 1, 63],,noPlanSynthesised,,148456
8,,[r2, r3, r4, r5, r6, r1],,[6, 3, 1, 1, 2, 695],,noPlanSynthesised,,148481
8,,[r2, r3, r4, r5, r6, r1],,[6, 2, 1, 1, 1, 628],,noPlanSynthesised,,148530
8,,[r2, r3, r4, r5, r6, r1],,[3, 3, 1, 1, 2, 345],,noPlanSynthesised,,148554
8,,[r2, r3, r4, r5, r6, r1],,[4, 1, 1, 1, 2, 460],,noPlanSynthesised,,148573
8,,[r2, r3, r4, r5, r6, r1],,[2, 4, 1, 1, 1, 266],,noPlanSynthesised,,148599
8,,[r2, r3, r4, r5, r6, r1],,[5, 6, 1, 1, 1, 242],,noPlanSynthesised,,148624
8,,[r2, r3, r4, r5, r6, r1],,[3, 3, 1, 1, 2, 719],,noPlanSynthesised,,148650
8,,[r2, r3, r4, r5, r6, r1],,[2, 2, 1, 1, 2, 502],,noPlanSynthesised,,148672
8,,[r2, r3, r4, r5, r6, r1],,[4, 3, 1, 1, 2, 554],,noPlanSynthesised,,148691
8,,[r2, r3, r4, r5, r6, r1],,[5, 1, 1, 1, 2, 66],,noPlanSynthesised,,148729
8,,[r2, r3, r4, r5, r6, r1],,[4, 3, 1, 1, 2, 93],,noPlanSynthesised,,148751
8,,[r2, r3, r4, r5, r6, r1],,[6, 4, 1, 1, 2, 51],,noPlanSynthesised,,148781
8,,[r2, r3, r4, r5, r6, r1],,[2, 2, 1, 1, 2, 3],,noPlanSynthesised,,148805
8,,[r2, r3, r4, r5, r6, r1],,[2, 1, 1, 1, 2, 652],,noPlanSynthesised,,148825
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 1, 693],,noPlanSynthesised,,148845
8,,[r2, r3, r4, r5, r6, r1],,[3, 6, 1, 1, 1, 414],,noPlanSynthesised,,148896
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 2, 672],,noPlanSynthesised,,148971
8,,[r2, r3, r4, r5, r6, r1],,[3, 1, 1, 1, 2, 700],,noPlanSynthesised,,149011
8,,[r2, r3, r4, r5, r6, r1],,[3, 2, 1, 1, 2, 108],,noPlanSynthesised,,149077
8,,[r2, r3, r4, r5, r6, r1],,[4, 5, 1, 1, 1, 290],,noPlanSynthesised,,149104
8,,[r2, r3, r4, r5, r6, r1],,[5, 2, 1, 1, 1, 223],,noPlanSynthesised,,149129
8,,[r2, r3, r4, r5, r6, r1],,[2, 5, 1, 1, 1, 621],,noPlanSynthesised,,149147
8,,[r2, r3, r4, r5, r6, r1],,[2, 5, 1, 1, 2, 25],,noPlanSynthesised,,149231
8,,[r2, r3, r4, r5, r6, r1],,[4, 4, 1, 1, 2, 302],,noPlanSynthesised,,149251
8,,[r2, r3, r4, r5, r6, r1],,[2, 4, 1, 1, 1, 562],,noPlanSynthesised,,149268
8,,[r2, r3, r4, r5, r6, r1],,[4, 6, 1, 1, 1, 511],,noPlanSynthesised,,149299
8,,[r2, r3, r4, r5, r6, r1],,[5, 1, 1, 1, 1, 662],,noPlanSynthesised,,149318
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 2, 560],,noPlanSynthesised,,149341
8,,[r2, r3, r4, r5, r6, r1],,[4, 3, 1, 1, 2, 57],,noPlanSynthesised,,149365
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 2, 51],,noPlanSynthesised,,149383
8,,[r2, r3, r4, r5, r6, r1],,[2, 6, 1, 1, 2, 286],,noPlanSynthesised,,149402
8,,[r2, r3, r4, r5, r6, r1],,[6, 4, 1, 1, 2, 698],,noPlanSynthesised,,149426
8,,[r2, r3, r4, r5, r6, r1],,[4, 1, 1, 1, 2, 170],,noPlanSynthesised,,149445
8,,[r2, r3, r4, r5, r6, r1],,[5, 1, 1, 1, 1, 538],,noPlanSynthesised,,149465
8,,[r2, r3, r4, r5, r6, r1],,[2, 2, 1, 1, 2, 397],,noPlanSynthesised,,149491
8,,[r2, r3, r4, r5, r6, r1],,[2, 1, 1, 1, 1, 257],,noPlanSynthesised,,149506
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 1, 554],,noPlanSynthesised,,149529
8,,[r2, r3, r4, r5, r6, r1],,[5, 5, 1, 1, 2, 571],,noPlanSynthesised,,149574
8,,[r2, r3, r4, r5, r6, r1],,[1, 6, 1, 1, 2, 372],,noPlanSynthesised,,149608
8,,[r2, r3, r4, r5, r6, r1],,[3, 1, 1, 1, 2, 265],,noPlanSynthesised,,149740
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 1, 625],,noPlanSynthesised,,149765
8,,[r2, r3, r4, r5, r6, r1],,[6, 4, 1, 1, 2, 330],,noPlanSynthesised,,149908
8,,[r2, r3, r4, r5, r6, r1],,[6, 3, 1, 1, 2, 148],,noPlanSynthesised,,149937
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 2, 475],,noPlanSynthesised,,149961
8,,[r2, r3, r4, r5, r6, r1],,[6, 4, 1, 1, 1, 530],,noPlanSynthesised,,150498
8,,[r2, r3, r4, r5, r6, r1],,[4, 6, 1, 1, 1, 639],,noPlanSynthesised,,150525
8,,[r2, r3, r4, r5, r6, r1],,[4, 3, 1, 1, 1, 305],,noPlanSynthesised,,151198
8,,[r2, r3, r4, r5, r6, r1],,[5, 1, 1, 1, 1, 636],,noPlanSynthesised,,151234
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 1, 426],,noPlanSynthesised,,151261
8,,[r2, r3, r4, r5, r6, r1],,[2, 5, 1, 1, 2, 52],,noPlanSynthesised,,151284
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 2, 596],,noPlanSynthesised,,151303
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 1, 166],,noPlanSynthesised,,151325
8,,[r2, r3, r4, r5, r6, r1],,[1, 6, 1, 1, 1, 398],,noPlanSynthesised,,151347
8,,[r2, r3, r4, r5, r6, r1],,[1, 5, 1, 1, 1, 516],,noPlanSynthesised,,151370
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 2, 51],,noPlanSynthesised,,151392
8,,[r2, r3, r4, r5, r6, r1],,[6, 5, 1, 1, 1, 510],,noPlanSynthesised,,151576
8,,[r2, r3, r4, r5, r6, r1],,[4, 1, 1, 1, 1, 210],,noPlanSynthesised,,151636
8,,[r2, r3, r4, r5, r6, r1],,[3, 4, 1, 1, 1, 113],,noPlanSynthesised,,151660
8,,[r2, r3, r4, r5, r6, r1],,[3, 2, 1, 1, 2, 241],,noPlanSynthesised,,151815
8,,[r2, r3, r4, r5, r6, r1],,[4, 3, 1, 1, 2, 99],,noPlanSynthesised,,152215
8,,[r2, r3, r4, r5, r6, r1],,[1, 1, 1, 1, 1, 459],,noPlanSynthesised,,152248
8,,[r2, r3, r4, r5, r6, r1],,[3, 5, 1, 1, 2, 241],,noPlanSynthesised,,152324
8,,[r2, r3, r4, r5, r6, r1],,[6, 1, 1, 1, 1, 653],,noPlanSynthesised,,152352
8,,[r2, r3, r4, r5, r6, r1],,[3, 6, 1, 1, 2, 414],,noPlanSynthesised,,152379
8,,[r2, r3, r4, r5, r6, r1],,[1, 3, 1, 1, 1, 103],,noPlanSynthesised,,152406
